상품ID,상품명,가격,원가,카테고리,평점,리뷰 수,특별할인,판매자명,판매자 이메일,수집 시간
226,프리미엄 지리서,57000,,books,4.6,167,true,오민수,genstore_0226@genstore.com,2026-02-04T06:16:52.806Z
227,프리미엄 문학서,118000,,books,4.9,189,false,신유리,genstore_0227@genstore.com,2026-02-04T06:16:52.806Z
228,프리미엄 컴퓨터서,93000,,books,4.7,145,true,류태준,genstore_0228@genstore.com,2026-02-04T06:16:52.806Z
229,프리미엄 법률서,95000,,books,4.6,178,false,홍지영,genstore_0229@genstore.com,2026-02-04T06:16:52.806Z
230,프리미엄 의학서,1000,,books,4.8,123,true,김준서,genstore_0230@genstore.com,2026-02-04T06:16:52.806Z
231,프리미엄 건축서,112000,,books,4.7,156,false,이서연,genstore_0231@genstore.com,2026-02-04T06:16:52.806Z
232,프리미엄 음악서,1000,,books,4.6,134,true,박지훈,genstore_0232@genstore.com,2026-02-04T06:16:52.806Z
233,프리미엄 미술서,110000,,books,4.8,167,false,최유진,genstore_0233@genstore.com,2026-02-04T06:16:52.806Z
234,프리미엄 체육서,1000,,books,4.7,189,true,정동환,genstore_0234@genstore.com,2026-02-04T06:16:52.806Z
235,프리미엄 종교서,22000,,books,4.9,145,false,강미정,genstore_0235@genstore.com,2026-02-04T06:16:52.806Z
236,프리미엄 환경서,64000,,books,4.6,178,true,윤성호,genstore_0236@genstore.com,2026-02-04T06:16:52.806Z
237,프리미엄 농업서,1000,,books,4.7,198,false,임채원,genstore_0237@genstore.com,2026-02-04T06:16:52.806Z
238,프리미엄 운동화,3000,,sports,4.8,145,true,송현석,genstore_0238@genstore.com,2026-02-04T06:16:52.806Z
239,프리미엄 운동복,23000,,sports,4.7,167,false,한다영,genstore_0239@genstore.com,2026-02-04T06:16:52.806Z
240,프리미엄 수영복,1000,,sports,4.6,189,true,오정민,genstore_0240@genstore.com,2026-02-04T06:16:52.806Z
241,프리미엄 운동가방,1000,,sports,4.7,178,false,신태호,genstore_0241@genstore.com,2026-02-04T06:16:52.806Z
242,프리미엄 물통,1000,,sports,4.5,234,true,류수빈,genstore_0242@genstore.com,2026-02-04T06:16:52.806Z
243,프리미엄 트레이닝복,1000,,sports,4.8,156,false,홍준우,genstore_0243@genstore.com,2026-02-04T06:16:52.806Z
244,프리미엄 헬스장갑,8000,,sports,4.6,198,true,김소영,genstore_0244@genstore.com,2026-02-04T06:16:52.806Z
245,프리미엄 운동양말,1000,,sports,4.4,167,false,이동준,genstore_0245@genstore.com,2026-02-04T06:16:52.806Z
246,프리미엄 헤드밴드,58000,,sports,4.5,145,true,박서영,genstore_0246@genstore.com,2026-02-04T06:16:52.806Z
247,프리미엄 리스트밴드,1000,,sports,4.3,189,false,최준호,genstore_0247@genstore.com,2026-02-04T06:16:52.806Z
248,프리미엄 운동모자,1000,,sports,4.6,178,true,정하영,genstore_0248@genstore.com,2026-02-04T06:16:52.806Z
249,프리미엄 아령세트,147000,,sports,4.8,123,false,강민우,genstore_0249@genstore.com,2026-02-04T06:16:52.806Z
250,프리미엄 바벨세트,100000,,sports,4.7,156,true,윤지수,genstore_0250@genstore.com,2026-02-04T06:16:52.806Z
251,프리미엄 런닝머신,371000,,sports,4.8,89,false,임현호,genstore_0251@genstore.com,2026-02-04T06:16:52.806Z
252,프리미엄 싸이클,453000,,sports,4.7,134,true,송유진,genstore_0252@genstore.com,2026-02-04T06:16:52.806Z
253,프리미엄 벤치프레스,251000,,sports,4.8,167,false,한동욱,genstore_0253@genstore.com,2026-02-04T06:16:52.806Z
254,프리미엄 풀업바,80000,,sports,4.6,198,true,오세훈,genstore_0254@genstore.com,2026-02-04T06:16:52.806Z
255,프리미엄 푸쉬업바,1000,,sports,4.5,189,false,신지은,genstore_0255@genstore.com,2026-02-04T06:16:52.806Z
256,프리미엄 케틀벨,102000,,sports,4.7,145,true,류정현,genstore_0256@genstore.com,2026-02-04T06:16:52.806Z
257,프리미엄 밸런스볼,1000,,sports,4.6,178,false,홍서우,genstore_0257@genstore.com,2026-02-04T06:16:52.806Z
258,프리미엄 폼롤러,85000,,sports,4.7,234,true,김태윤,genstore_0258@genstore.com,2026-02-04T06:16:52.806Z
259,프리미엄 스텝퍼,36000,,sports,4.6,156,false,이소은,genstore_0259@genstore.com,2026-02-04T06:16:52.806Z
260,프리미엄 로잉머신,307000,,sports,4.8,123,true,박건우,genstore_0260@genstore.com,2026-02-04T06:16:52.806Z
261,프리미엄 엘립티컬,304000,,sports,4.7,167,false,최민경,genstore_0261@genstore.com,2026-02-04T06:16:52.806Z
262,프리미엄 트램폴린,92000,,sports,4.8,189,true,정수민,genstore_0262@genstore.com,2026-02-04T06:16:52.806Z
263,프리미엄 훌라후프,16000,,sports,4.5,198,false,강예원,genstore_0263@genstore.com,2026-02-04T06:16:52.806Z
264,프리미엄 복싱글러브,87000,,sports,4.7,145,true,윤현우,genstore_0264@genstore.com,2026-02-04T06:16:52.806Z
265,프리미엄 샌드백,149000,,sports,4.8,178,false,임지호,genstore_0265@genstore.com,2026-02-04T06:16:52.806Z
266,프리미엄 스피드백,5000,,sports,4.6,134,true,송채은,genstore_0266@genstore.com,2026-02-04T06:16:52.806Z
267,프리미엄 호신용품,7000,,sports,4.5,167,false,한상민,genstore_0267@genstore.com,2026-02-04T06:16:52.806Z
